Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
969131,The Instrumentality of Mankind (Instrumentality of Mankind),Cordwainer Smith,"Smith, Cordwainer",,"=""0345277163""","=""9780345277169""",0,4.11,Del Rey / Ballantine,Mass Market Paperback,238,1979,1974,,2015/09/05,"to-read, g-sci-fi, ku-no, zz-ab-meta-none-all-dates, zz-ab-meta-none-201608","to-read (#352), g-sci-fi (#5), ku-no (#14), zz-ab-meta-none-all-dates (#53), zz-ab-meta-none-201608 (#43)",to-read,,,,,,,0,,,,,
250024,The City and the Stars,Arthur C. Clarke,"Clarke, Arthur C.",,"=""1857987632""","=""9781857987638""",0,4.07,Gollancz,Paperback,254,2001,1956,,2015/09/05,"g-sci-fi, z-len-05-10-hours, did-not-finish, z-read-src-ku, ab-meta-exists","g-sci-fi (#6), z-len-05-10-hours (#71), did-not-finish (#13), z-read-src-ku (#16), ab-meta-exists (#253)",did-not-finish,"September 21, 2015<br/>I'm having a rough time finding a good read (listen), with this, my second failed book in the same day. Unlike my problems with trying to get through the prose of [b:Heart of Darkness|4900|Heart of Darkness|Joseph Conrad|https://d.gr-assets.com/books/1392799983s/4900.jpg|2877220], this one failed for me entirely with the audiobook production. There's no obvious indication in the Audible write-up that this is a big-cast (seriously, like 12 actors named) dramatization, complete with background score and sound effects. I hate dramatizations, especially with multiple narrators, and so I gave up on this after just one listening session. Unfortunately, it's the only version offered on Audible, so I'll pick this one up again when I'm past my Whispersynce infatuation.",,Length: 08 hrs and 41 mins<br/>Narrated By Geoffrey T. Williams<br/>Whispersync for Voice-ready,,,,0,,,,,
22066090,"Time's Edge (The Chronos Files, #2)",Rysa Walker,"Walker, Rysa",,"=""""","=""""",5,4.06,Skyscape,Kindle Edition,452,2014,2014,2015/09/16,2015/09/04,"g-time-travel, z-len-10-20-hours, z-read-src-ku, g-ya, z-series-2","g-time-travel (#131), z-len-10-20-hours (#107), z-read-src-ku (#13), g-ya (#98), z-series-2 (#30)",read,"I'm really enjoying this series. Even though this one had a bit of a weaker start than the first one, it made up for it with a strong ending that explored some darker parts of American history. The middle got a little too bogged down in YA Romance stuff, but that was about my only complaint. Was all set to tackle the next book, and I see that it's not even out for another month! Luckily there's a novella to hold me over ([b:Time's Mirror|25810884|Time's Mirror (The Chronos Files, #2.5)|Rysa Walker|https://d.gr-assets.com/books/1435502500s/25810884.jpg|45666878]), although that obviously won't bridge the gap until the next.",,Length: 13 hrs and 27 mins<br/>Narrated By Kate Rudd,,,,0,,,,,
22009372,"Time's Echo (The Chronos Files, #1.5)",Rysa Walker,"Walker, Rysa",,"=""""","=""""",4,4.01,,Kindle Edition,100,2014,2014,2015/09/06,2015/09/04,"z-len-00-05-hours, g-time-travel, z-read-src-ku, g-ya, z-series-1-5","z-len-00-05-hours (#7), g-time-travel (#130), z-read-src-ku (#12), g-ya (#97), z-series-1-5 (#5)",read,"Nice little story that fills in some back story on some of the characters from [b:Timebound|18108877|Timebound (The Chronos Files, #1)|Rysa Walker|https://d.gr-assets.com/books/1371864811s/18108877.jpg|21990424]. Works very well, but won't make any sense unless you've read Timebound.",,Length: 03 hrs and 30 mins<br/>Narrated By Nick Podehl,,,,0,,,,,
1875554,The Listeners,James Edwin Gunn,"Gunn, James Edwin",,"=""034530036X""","=""9780345300362""",4,3.62,Del Rey,Mass Market Paperback,240,1985,1972,2002/08/30,2015/08/30,,,read,,,Read dates wildly approximated,,,,0,,,,,
807806,Dark Universe,Daniel F. Galouye,"Galouye, Daniel F.",,"=""0575071370""","=""9780575071377""",0,3.72,,,154,,1961,,2015/08/30,"to-read, g-post-apocalyptic, ab-meta-exists, ab-src-audible-av, ku-no, z-len-05-10-hours","to-read (#351), g-post-apocalyptic (#119), ab-meta-exists (#166), ab-src-audible-av (#150), ku-no (#30), z-len-05-10-hours (#79)",to-read,,,"Length: 06 hrs and 34 mins<br/>Narrated By Eric Michael Summerer, Richard Dawkins",,,,0,,,,,
17452106,Parallel Lives,Lori Lucero,"Lucero, Lori",,"=""0989038718""","=""9780989038713""",0,3.49,Lori Lucero,Paperback,231,2013,2013,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-05-10-hours","to-read (#350), ab-meta-exists (#149), ab-src-audible-av-ku (#14), g-time-travel (#129), ku-yes (#14), z-len-05-10-hours (#130)",to-read,,,Length: 06 hrs and 08 mins<br/>Narrated By Susan Reinhardt,,,,0,,,,,
1905406,The Fury Out of Time,Lloyd Biggle Jr.,"Jr., Lloyd Biggle",,"=""1587150530""","=""9781587150531""",0,3.65,Wildside Press,Paperback,264,1999,1965,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-05-10-hours","to-read (#349), ab-meta-exists (#148), ab-src-audible-av-ku (#13), g-time-travel (#128), ku-yes (#13), z-len-05-10-hours (#126)",to-read,,,Length: 08 hrs and 15 mins<br/>Narrated By Michael A. Smith,,,,0,,,,,
11727915,Timelapse,Lorrie Farrelly,"Farrelly, Lorrie",,"=""""","=""""",2,4.24,,Kindle Edition,320,,2010,2016/05/19,2015/08/29,"g-time-travel, z-len-05-10-hours, z-read-src-ku","g-time-travel (#127), z-len-05-10-hours (#68), z-read-src-ku (#28)",read,"I felt like I was reading 2 books - one was a pretty standard time travel story, and the other was a totally unbelievable romance novel written by a High School freshman. The romance story was ridiculous, nothing credible about it at all.<br/>On top of that, the audiobook narrator was possibly the flattest, most dull sounding professional that I've ever heard. I refer to him as a professional because I've listened to many Librivox stories that were narrated by ""regular Joes"", and there is a marked difference in how well a professional reads. The handling of tone and inflection alone is enough to tell the pros from the amateurs. However, the narrator simply was incapable of handling any voices. All of the non-dialogue parts were just fine. But the characters were all over the place - most of the men's voices were cartoonish while all of the ladies' voices seemed like the same hoarse whisper.<br/>Frankly, I'm a little surprised by the high review.",,Length: 06 hrs and 49 mins<br/>Narrated By Keith Tracton<br/>Whispersync for Voice-ready,,,,0,,,,,
5427609,Song of Time,Ian R. MacLeod,"MacLeod, Ian R.",,"=""1906301212""","=""9781906301217""",0,3.82,PS Publishing,Hardcover,302,2008,2008,,2015/08/29,"to-read, ab-meta-exists, g-time-travel, ku-yes, z-len-10-20-hours","to-read (#348), ab-meta-exists (#147), g-time-travel (#125), ku-yes (#12), z-len-10-20-hours (#101)",to-read,,,Length: 12 hrs and 11 mins<br/>Narrated By Rachel Atkins<br/>Whispersync for Voice-ready,,,,0,,,,,
20647058,...A Thousand Words,Scott C. Smith,"Smith, Scott C.",G Wakely,"=""""","=""""",3,4.60,,Kindle Edition,158,2013,2013,2015/08/30,2015/08/29,"g-time-travel, z-len-00-05-hours, z-read-src-ku","g-time-travel (#124), z-len-00-05-hours (#6), z-read-src-ku (#10)",read,"Decent story idea, perfect for short-story length. Could've benefitted from a strong editor. Audiobook narrator wasn't consistent on pronunciation of 'Jens'",,Length: 01 hrs and 55 mins<br/>Narrated By Grayson Coleman-Selby<br/>,,,,0,,,,,
1408115,The Stochastic Man,Robert Silverberg,"Silverberg, Robert",,"=""057505123X""","=""9780575051232""",0,3.62,Gollancz,Paperback,229,2001,1975,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-05-10-hours","to-read (#347), ab-meta-exists (#146), ab-src-audible-av-ku (#11), g-time-travel (#123), ku-yes (#11), z-len-05-10-hours (#127)",to-read,,,Length: 07 hrs and 13 mins<br/>Narrated By Stefan Rudnicki,,,,0,,,,,
23994884,Skynoise,Ernie Lindsey,"Lindsey, Ernie",,"=""""","=""""",4,3.52,,Kindle Edition,329,2014,2014,2016/08/11,2015/08/29,"g-time-travel, z-len-05-10-hours, z-read-src-ku","g-time-travel (#122), z-len-05-10-hours (#129), z-read-src-ku (#32)",read,"Fun, quick novel. Got a little overly-complicated, and like most time travel books, it works better if you don't over-analyse it. I read it now because I'm wanting to read some shorter stuff before I jump back into massive novels, and this was perfect for that purpose.<br/><br/>Audiobook notes - the reader (Rebecca Roberts) did a good job, although there was a character that suddenly developed a British accent halfway through the book; no doubt because that was the point where the accent was first mentioned. ",,Length: 07 hrs and 31 mins<br/>Narrated By Rebecca Roberts,,,,0,,,,,
18909602,The Man That Time Forgot,Paul   Mitchell,"Mitchell, Paul","Alan Mechem, Ray Dillon","=""""","=""""",0,3.63,Mitchell Mechem,Kindle Edition,327,2013,2013,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-10-20-hours","to-read (#346), ab-meta-exists (#145), ab-src-audible-av-ku (#10), g-time-travel (#121), ku-yes (#10), z-len-10-20-hours (#167)",to-read,,,Length: 10 hrs and 58 mins<br/>Narrated By Richard Ridings,,,,0,,,,,
24365908,UnHappenings,Edward Aubry,"Aubry, Edward",,"=""""","=""""",5,4.08,Curiosity Quills Press,Kindle Edition,370,2015,2015,2015/10/01,2015/08/29,"g-time-travel, z-len-10-20-hours, favorites, z-read-src-ku","g-time-travel (#120), z-len-10-20-hours (#100), favorites (#16), z-read-src-ku (#17)",read,"I loved this book. The plot was relatively straight-forward, but (as always) the details and machinations are what made the story so much fun. I only had one issue with the logic: <spoiler>With all of the focus that Nigel had on Carlton, he never noticed the discrepancy with his birth year?</spoiler><br/><br/>Looking forward to more from this author.<br/><br/>Audiobook notes: no complaints, nicely done",,Length: 12 hrs and 06 mins<br/>Narrated By Josh Hurley,,,,0,,,,,
25145109,Stars Across Time,Ruby Lionsdrake,"Lionsdrake, Ruby",,"=""""","=""""",0,3.69,,Kindle Edition,223,2015,2015,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-05-10-hours, g-ya","to-read (#345), ab-meta-exists (#144), ab-src-audible-av-ku (#9), g-time-travel (#119), ku-yes (#9), z-len-05-10-hours (#96), g-ya (#96)",to-read,,,Length: 08 hrs and 30 mins<br/>Narrated By Tara Sands,,,,0,,,,,
1652800,"Atlantis (Atlantis, #1)",Robert Doherty,"Doherty, Robert",Bob Mayer,"=""0425169367""","=""9780425169360""",0,3.67,Berkley,Paperback,352,1999,1999,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-05-10-hours, z-series-1","to-read (#344), ab-meta-exists (#143), ab-src-audible-av-ku (#8), g-time-travel (#118), ku-yes (#8), z-len-05-10-hours (#128), z-series-1 (#136)",to-read,,,Length: 08 hrs and 22 mins<br/>Narrated By J. C. Hayes<br/>(Note: Doherty is pseudonym for Bob Mayer),,,,0,,,,,
22813868,The Last Passenger,Manel Loureiro,"Loureiro, Manel",Andres Alfaro,"=""""","=""""",0,3.30,AmazonCrossing,Kindle Edition,448,2015,2013,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-time-travel, ku-yes, z-len-10-20-hours","to-read (#343), ab-meta-exists (#142), ab-src-audible-av-ku (#7), g-time-travel (#117), ku-yes (#7), z-len-10-20-hours (#168)",to-read,,,Length: 10 hrs and 14 mins<br/>Narrated By Angela Dawe,,,,0,,,,,
25178394,Rewinder (Rewinder Series Book 1),Brett Battles,"Battles, Brett",,"=""""","=""""",5,3.87,47North,Kindle Edition,274,2015,2014,2016/01/28,2015/08/29,"g-time-travel, z-len-05-10-hours, z-read-src-ku, g-ya","g-time-travel (#116), z-len-05-10-hours (#69), z-read-src-ku (#23), g-ya (#95)",read,"Nice quick read showing one possible interpretation of a modern British Empire that was never stopped from expanding. Some interesting time travel issues, although nothing truly new to the genre. In short, it was a fun diversion from all of the 900+ pagers I've been reading lately. ",,Length: 07 hrs and 48 mins<br/>Narrated By Vikas Adam<br/>Whispersync for Voice-ready,,,,0,,,,,
17907054,Indexing (Indexing #1),Seanan McGuire,"McGuire, Seanan",,"=""1477809600""","=""9781477809600""",0,3.87,47North,Paperback,404,2014,2013,,2015/08/29,"to-read, ab-meta-exists, ab-src-audible-av-ku, g-cyberpunk, ku-yes, z-len-10-20-hours, g-ya, z-series-1","to-read (#342), ab-meta-exists (#141), ab-src-audible-av-ku (#6), g-cyberpunk (#7), ku-yes (#6), z-len-10-20-hours (#102), g-ya (#94), z-series-1 (#135)",to-read,,,Length: 12 hrs and 05 mins<br/>Narrated By Mary Robinette Kowal<br/>Whispersync for Voice-ready,,,,0,,,,,
8428984,Half Way Home,Hugh Howey,"Howey, Hugh",,"=""""","=""""",3,3.70,Broad Reach Publishing,Kindle Edition,368,2010,2010,2015/10/04,2015/08/29,"g-colonization, z-read-src-ku, g-big-dumb-object, z-len-05-10-hours, g-ya","g-colonization (#4), z-read-src-ku (#19), g-big-dumb-object (#2), z-len-05-10-hours (#85), g-ya (#93)",read,"I almost gave up on this book. The book started looking like such a derivation of Lord Of The Flies that I nearly quit. I was at the 1/3 point and ready to write it off, and so disappointed because I loved Wool and really liked Sand. Then I realized that if I liked this author so much did I really believe that he'd write such a lame book? Or was it more likely that he'd turn the story into something much more interesting?<br/>So I stuck with it and indeed, the story DID turn into more interesting territory. Granted- not earth-shattering or ground-breaking, but a good story that was not any longer than it needed to be. <br/>In the end, this is an easily-skipped item in Howey's catalog. Please don't judge his much better works on this one. ",,Length: 06 hrs and 10 mins<br/>Narrated By Max Miller,,,,0,,,,,
92610,Rocannon's World,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0441732968""","=""9780441732968""",0,3.70,Ace,Paperback,144,1984,1966,,2015/08/29,"to-read, z-len-05-10-hours, ku-no, g-colonization, ab-meta-exists","to-read (#341), z-len-05-10-hours (#98), ku-no (#78), g-colonization (#5), ab-meta-exists (#204)",to-read,,,Length: 05 hrs and 04 mins<br/>Narrated By Stefan Rudnicki,,,,0,,,,,
34908,"Here, There Be Dragons (Chronicles of the Imaginarium Geographica, #1)",James A. Owen,"Owen, James A.",,"=""1416912274""","=""9781416912279""",0,3.86,Simon & Schuster Books for Young Readers,Hardcover,326,2006,2006,,2015/08/19,"to-read, g-fantasy, ab-meta-exists, ab-src-audible-av, ku-no, g-ya, z-series-1","to-read (#340), g-fantasy (#4), ab-meta-exists (#150), ab-src-audible-av (#137), ku-no (#10), g-ya (#92), z-series-1 (#134)",to-read,,,,,,,0,,,,,
17609348,"Imago (Xenogenesis, #3)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",5,4.19,Open Road,Kindle Edition,224,2012,1989,2015/08/27,2015/08/19,"g-post-apocalyptic, z-len-05-10-hours, z-read-src-ku, g-sci-fi, g-colonization, z-series-3","g-post-apocalyptic (#118), z-len-05-10-hours (#66), z-read-src-ku (#8), g-sci-fi (#1), g-colonization (#1), z-series-3 (#22)",read,"Nice end to a fun trilogy. I liked this one more than the second one, but not quite as much as the first. Embarrassed to admit that the title didn't mean anything to me until I looked it up after I finished. That's 5 Butler books that I've knocked out in about 2 months. Think I need a little break - some of her concepts get inside your brain and just take up residence for an extended period. ",,Length: 08 hrs and 18 mins<br/>Narrated By Barrett Aldrich<br/>Whispersync for Voice-ready,,,,0,,,,,
19105727,"Adulthood Rites (Xenogenesis, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""""","=""""",4,4.16,Open Road Media,Kindle Edition,304,2012,1988,2015/08/23,2015/08/19,"z-len-10-20-hours, g-post-apocalyptic, z-read-src-ku, g-aliens, g-colonization, g-sci-fi, z-series-2","z-len-10-20-hours (#99), g-post-apocalyptic (#117), z-read-src-ku (#7), g-aliens (#1), g-colonization (#2), g-sci-fi (#3), z-series-2 (#29)",read,"I've read [b:Ender's Shadow|9532|Ender's Shadow (Ender's Shadow, #1)|Orson Scott Card|https://d.gr-assets.com/books/1424904668s/9532.jpg|3145587], and I've read [b:Tarzan of the Apes|40425|Tarzan of the Apes (Tarzan, #1)|Edgar Rice Burroughs|https://d.gr-assets.com/books/1349074111s/40425.jpg|1774048]. Both books start off with a precocious super-smart baby. Both of those books suffered greatly (IMO) because of this. Babies are simply not relatable by most people. Sure, we understand how to care for them, and we love them and take delight in watching them learn and grow. But we cannot RELATE to them. We don't really know what they're feeling or thinking. Sure, we can deduce quite a bit: THIS cry means hunger, THIS cry means wet diaper, etc. But our baby is NOT thinking ""I'm not getting enough protein in my diet, so I'm going to scrounge around for edible plants until I get some"". Our baby is NOT thinking ""I know that humans won't like me talking like them, so I'll just cry instead"". Obviously, this has something to do with this book, where the story starts with the protagonist's birth and instant intellectual prowess. I was very worried that this book was going to end up being another Ender's Shadow. Luckily, the baby - Akin - wasn't a true human, so it was much easier to accept the super-smart baby parts. And also luckily, Akin grew up over the course of the book (only counts as a spoiler if you're a dunce).<br/>The story itself was not quite as compelling as the first book in the trilogy, [b:Dawn|60929|Dawn (Xenogenesis, #1)|Octavia E. Butler|https://d.gr-assets.com/books/1388290339s/60929.jpg|1008111], but it was good enough that I wanted to jump right into the last one as I finished it. <br/><br/>Audiobook notes: The trilogy is read by the same person, Aldrich Barrett, and she does an outstanding job with the alien pronounciations and subtle nuances to indicate different characters. ",,Length: 10 hrs and 12 mins<br/>Narrated By Aldrich Barrett<br/>Whispersync for Voice-ready,,,,0,,,,,
116254,"Mind of My Mind (Patternmaster, #2)",Octavia E. Butler,"Butler, Octavia E.",,"=""0446361887""","=""9780446361880""",0,4.10,Grand Central Publishing,Mass Market Paperback,224,1994,1977,,2015/08/10,"to-read, g-urban-fantasy, g-superpowers, z-meta-sequels-unread, ab-meta-exists, ab-src-audible-av-ku, ku-yes, z-len-05-10-hours, z-series-2","to-read (#339), g-urban-fantasy (#25), g-superpowers (#19), z-meta-sequels-unread (#10), ab-meta-exists (#133), ab-src-audible-av-ku (#5), ku-yes (#5), z-len-05-10-hours (#59), z-series-2 (#28)",to-read,,,Length: 07 hrs and 36 mins<br/>Narrated By Christie Clarke,,,,0,,,,,
20509356,"Sand Omnibus (Sand, #1-5)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",4,3.96,Broad Reach Publishing,Kindle Edition,336,2014,2014,2015/08/15,2015/08/02,"g-dystopia, g-post-apocalyptic, z-read-src-ku, z-len-10-20-hours, g-ya","g-dystopia (#25), g-post-apocalyptic (#116), z-read-src-ku (#5), z-len-10-20-hours (#98), g-ya (#91)",read,"I read this way too soon after reading [b:Wool|12287209|Wool (Wool, #1)|Hugh Howey|https://d.gr-assets.com/books/1327889474s/12287209.jpg|17263666], as I think that my brain kept trying to connect the two worlds. I think that the Wool series was much more developed than this book; or rather, I should say that the first book in the Wool Series felt much more developed than this one, as I'm hoping that there are more Sand books. It's obvious that there's still a lot more story to be told here.<br/>That under-developed part of the story is what kept my from giving this 5 stars. While I definitely don't need to know everything about a world to GET the story, there was just too much left unexplained here. <br/>Audiobook notes: the narrator (Karen Chilton) did a fine job, only mispronouncing one word (using the wrong pronounciation of ""lead"" when referring to the wires on a battery), but otherwise handling the various voices very well.",,Length: 10 hrs and 15 mins<br/>Narrated By Karen Chilton,,,,0,,,,,
22910900,The Rest of Us Just Live Here,Patrick Ness,"Ness, Patrick",,"=""1406331163""","=""9781406331165""",0,3.78,Walker Books,Hardcover,343,2015,2015,,2015/08/01,"g-urban-fantasy, to-read, ab-meta-exists, g-superpowers, ku-no, z-len-05-10-hours, ab-src-audible-av","g-urban-fantasy (#24), to-read (#338), ab-meta-exists (#157), g-superpowers (#20), ku-no (#21), z-len-05-10-hours (#74), ab-src-audible-av (#167)",to-read,,,Length: 06 hrs and 23 mins<br/>Narrated By James Fouhey,,,,0,,,,,
6828998,"Molly Fyde and the Parsona Rescue (The Bern Saga, #1)",Hugh Howey,"Howey, Hugh",,"=""1935254138""","=""9781935254133""",0,3.90,Norlightspress.com,Paperback,268,2009,2009,,2015/07/24,"to-read, g-space-opera, ab-src-audible-av, ab-meta-exists, z-len-10-20-hours, g-ya, z-series-1, ku-undetermined","to-read (#337), g-space-opera (#16), ab-src-audible-av (#125), ab-meta-exists (#127), z-len-10-20-hours (#94), g-ya (#90), z-series-1 (#133), ku-undetermined (#80)",to-read,,,Length: 10 hrs and 46 mins<br/>Narrated By Jennette Selig,,,,0,,,,,
20562717,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",5,4.55,DAW,Kindle Edition,663,2007,2007,2015/12/29,2015/07/12,"g-fantasy, z-len-20-40-hours, z-read-src-audible, favorites, z-series-1","g-fantasy (#3), z-len-20-40-hours (#24), z-read-src-audible (#10), favorites (#18), z-series-1 (#132)",read,"Very good book, had a lot of fun reading this. ",,Length: 27 hrs and 58 mins<br/>Narrated By Nick Podehl,,,,0,,,,,
17980416,"Dust (Silo, #3)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.26,Broad Reach Publishing,Kindle Edition,466,2013,2013,2015/07/31,2015/07/12,"g-dystopia, g-post-apocalyptic, z-len-10-20-hours, z-read-src-ku, z-series-3","g-dystopia (#23), g-post-apocalyptic (#114), z-len-10-20-hours (#93), z-read-src-ku (#2), z-series-3 (#21)",read,"Sadness as I finished this book, as I enjoyed this book and the series so much. Post-apocalyptic, dystopic, big unexplored world; so many elements that appeal to my interests. Fold in strong female characters, complicated, deep (ha!) people and a lack of YA tropes (no teens in romantic straits overturning society. Or vampires). <br/><br/>I see that there are tons of author-sanctioned fan fiction out there set in the Silo universe, some of which is highly rated; but I hesitate to roam beyond the quality of the author's own creation. I just hope that the author expands the story himself. <br/><br/>",,Length: 12 hrs and 34 mins<br/>Narrated By Tim Gerard Reynolds,,,,0,,,,,
17306293,"Shift (Silo, #2)",Hugh Howey,"Howey, Hugh",,"=""""","=""""",5,4.12,Broad Reach Publishing,Kindle Edition,520,2013,2013,2015/07/26,2015/07/12,"g-dystopia, g-post-apocalyptic, z-len-10-20-hours, z-read-src-ku, z-series-2","g-dystopia (#22), g-post-apocalyptic (#113), z-len-10-20-hours (#92), z-read-src-ku (#1), z-series-2 (#27)",read,"Wow, I cannot get enough of this world! Granted, Shift is not quite as good as [b:Wool|12287209|Wool (Wool, #1)|Hugh Howey|https://d.gr-assets.com/books/1327889474s/12287209.jpg|17263666], but this book was still very enjoyable. I thought that the middle part about Mission dragged a little bit too much. I'm diving in to [b:Dust|17855756|Dust (Silo, #3)|Hugh Howey|https://d.gr-assets.com/books/1369522849s/17855756.jpg|24576986] right away!<br/><br/>Audiobook notes: The narrator was very good; obviously not an American speaker, but handled American accents very well. A little jarring to hear his native voice pronouncing ""palm"" and ""calm"" as ""pam"" and ""cam"", but that was about the only distraction. <br/><br/>This is also the first book that I've read using Whispersync, and I ran through the book so much faster than Audio-alone. Very impressed with WS technology, even if the ebook->audiobook syncing didn't always work. Audiobook->ebook never got out of sync.",,Length: 18 hrs and 22 mins <br/>Narrated by Tim Gerard Reynolds,,,,0,,,,,
968827,Where Late the Sweet Birds Sang,Kate Wilhelm,"Wilhelm, Kate",,"=""0060146540""","=""9780060146542""",0,3.87,Harper and Row (NY),Hardcover,251,1977,1976,,2015/07/12,"g-post-apocalyptic, to-read, ab-meta-exists, ab-src-audible-av, ku-no, z-len-05-10-hours","g-post-apocalyptic (#112), to-read (#336), ab-meta-exists (#138), ab-src-audible-av (#134), ku-no (#6), z-len-05-10-hours (#64)",to-read,,,Length: 07 hrs and 48 mins<br/>Narrated By Anna Fields,,,,0,,,,,
18392459,We All Looked Up,Tommy Wallach,"Wallach, Tommy",,"=""1481418777""","=""9781481418775""",0,3.65,Simon & Schuster Books for Young Readers,Hardcover,370,2015,2015,,2015/07/05,"ab-meta-undetermined, to-read, g-post-apocalyptic","ab-meta-undetermined (#32), to-read (#335), g-post-apocalyptic (#111)",to-read,,,,,,,0,,,,,
24875,House of Stairs,William Sleator,"Sleator, William",,"=""0140345809""","=""9780140345803""",5,3.86,Puffin Books,Paperback,176,1991,1974,1983/07/06,2015/07/05,g-ya,g-ya (#89),read,(Read dates wildly approximated - read in high school)<br/><br/>Creepy book with an appropriately creepy ending that I still vividly remember even 30+ years after reading it,,,,,,0,,,,,
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""0553383043""","=""9780553383041""",0,3.99,Bantam Spectra,Paperback,183,2004,1968,,2015/07/01,"to-read, g-urban-fantasy, ab-meta-exists, ab-src-audible-av, z-len-05-10-hours, ku-no, z-series-1","to-read (#334), g-urban-fantasy (#22), ab-meta-exists (#136), ab-src-audible-av (#132), z-len-05-10-hours (#62), ku-no (#56), z-series-1 (#131)",to-read,,,Length: 07 hrs and 16 mins<br/>Narrated By Rob Inglis,,,,0,,,,,
12157407,"In the After (In the After, #1)",Demitria Lunetta,"Lunetta, Demitria",,"=""0062105450""","=""9780062105455""",0,4.04,HarperTeen,Hardcover,455,2013,2013,,2015/07/01,"to-read, g-post-apocalyptic, z-len-05-10-hours, ku-no, ab-src-audible-av, ab-meta-exists, z-series-1","to-read (#333), g-post-apocalyptic (#110), z-len-05-10-hours (#61), ku-no (#4), ab-src-audible-av (#131), ab-meta-exists (#135), z-series-1 (#130)",to-read,,,Length: 09 hrs and 37 mins<br/>Narrated By Julia Whelan,,,,0,,,,,
709610,Buddy Holly is Alive and Well on Ganymede,Bradley Denton,"Denton, Bradley",,"=""0380718766""","=""9780380718764""",0,3.78,Avon Books,Mass Market Paperback,290,1992,1991,,2015/07/01,"to-read, ab-meta-exists, ku-no, z-len-10-20-hours, g-sci-fi","to-read (#332), ab-meta-exists (#153), ku-no (#16), z-len-10-20-hours (#108), g-sci-fi (#7)",to-read,,,Length: 11 hrs and 35 mins<br/>Narrated By Kirby Heyborne,,,,0,,,,,
2034628,All Seated on the Ground,Connie Willis,"Willis, Connie",,"=""1596061618""","=""9781596061613""",0,3.86,Subterranean Press,Hardcover,126,2007,2007,,2015/07/01,"to-read, g-post-apocalyptic, ku-no, zz-ab-meta-none-all-dates, g-aliens, zz-ab-meta-none-201608","to-read (#331), g-post-apocalyptic (#109), ku-no (#8), zz-ab-meta-none-all-dates (#50), g-aliens (#13), zz-ab-meta-none-201608 (#58)",to-read,,,,,,,0,,,,,
920395,Only Forward,Michael Marshall Smith,"Smith, Michael Marshall",,"=""0006512666""","=""9780006512660""",0,4.28,HarperCollins Publishers,Paperback,310,1998,1994,,2015/07/01,"to-read, g-dystopia, g-cyberpunk, zz-ab-meta-none-all-dates, zz-ab-meta-none-201611","to-read (#330), g-dystopia (#21), g-cyberpunk (#4), zz-ab-meta-none-all-dates (#75), zz-ab-meta-none-201611 (#17)",to-read,,,,,,,0,,,,,
13657,Changing Planes,Ursula K. Le Guin,"Guin, Ursula K. Le",Eric Beddows,"=""0441012248""","=""9780441012244""",0,3.78,Ace,Mass Market Paperback,239,2005,2003,,2015/07/01,"to-read, z-len-05-10-hours, g-urban-fantasy, ab-src-audible-av, ab-meta-exists, ku-undetermined","to-read (#329), z-len-05-10-hours (#55), g-urban-fantasy (#23), ab-src-audible-av (#126), ab-meta-exists (#128), ku-undetermined (#79)",to-read,,,Length: 07 hrs and 52 mins<br/>Narrated By Gabrielle De Cuir,,,,0,,,,,
218709,The Wanderer,Fritz Leiber,"Leiber, Fritz",,"=""0575071125""","=""9780575071124""",0,3.48,Gollancz,Paperback,348,2001,1964,,2015/07/01,"to-read, g-post-apocalyptic, ab-meta-exists, z-len-10-20-hours, ab-src-audible-av, ku-no","to-read (#328), g-post-apocalyptic (#108), ab-meta-exists (#129), z-len-10-20-hours (#95), ab-src-audible-av (#127), ku-no (#173)",to-read,,,Length: 16 hrs and 25 mins<br/>Narrated By Norman Deitz,,,,0,,,,,
